country,country_code,year,total_generation,total_co2,total_certified,perc_tracked_total,perc_residual,perc_tracked_renewables,perc_green,residualmix_gco2kwh,methodology
Dominican Rep,DOM,2020,19.490000000000002,11330.0,0,0.0,100.0,0.0,16.162134427911752,,GO
Dominican Rep,DOM,2021,21.43,11970.0,0.053042,0.2475128324778348,99.75248716752216,1.3921784776902888,17.77881474568362,,I-REC
Dominican Rep,DOM,2022,22.169999999999998,12860.0,0.31199486230499995,1.4072839977672529,98.59271600223275,7.628236242176039,18.44835363103293,,I-REC
Dominican Rep,DOM,2023,24.56,14230.0,0.291381836053,1.1864081272516287,98.81359187274838,6.872213114457547,17.26384364820847,,I-REC
Dominican Rep,DOM,2024,25.939999999999998,14680.0,0.44199631272500006,1.70391793648805,98.29608206351195,9.18911253066528,18.542791056283736,,I-REC
Ecuador,ECU,2020,31.29,4990.0,0,0.0,100.0,0.0,79.64205816554808,,GO
Ecuador,ECU,2021,32.12,4790.0,0,0.0,100.0,0.0,81.19551681195517,,GO
Ecuador,ECU,2022,33.06,5990.0,0,0.0,100.0,0.0,76.01330913490622,,GO
Ecuador,ECU,2023,34.15,6020.0,0.13723254950000002,0.40185226793557843,99.59814773206442,0.5233888234172389,76.77891654465593,,I-REC
Ecuador,ECU,2024,33.0,6920.0,0.18196925583999998,0.5514219873939394,99.44857801260606,0.7694260289217759,71.66666666666667,,I-REC
Egypt,EGY,2020,198.60000000000002,113020.0,0.060469999999999996,0.030448136958710972,99.96955186304129,0.25450336700336695,11.963746223564954,,I-REC
Egypt,EGY,2021,209.66,119100.0,0.259287,0.12367022798817132,99.87632977201183,1.0224250788643534,12.095774110464562,,I-REC
Egypt,EGY,2022,216.72,123540.0,0.5486332175359999,0.2531530165817644,99.74684698341824,2.1422616850292853,11.817091177556293,,I-REC
Egypt,EGY,2023,221.92000000000002,126780.0,0.776313690242,0.34981691160868783,99.65018308839132,2.989271044443589,11.70241528478731,,I-REC
Egypt,EGY,2024,237.39,136380.0,0.9550475099900001,0.40231160115843134,99.59768839884157,3.5931057561700537,11.196764817389107,,I-REC
El Salvador,SLV,2020,6.33,970.0,0.124016,1.9591785150078989,98.04082148499211,2.3180560747663552,84.51816745655607,,I-REC
El Salvador,SLV,2021,6.48,990.0,0.00359,0.055401234567901234,99.9445987654321,0.06539162112932603,84.72222222222221,,I-REC
El Salvador,SLV,2022,6.64,750.0,0.092341444,1.3906843975903616,98.60931560240964,1.531367230514096,90.81325301204821,,I-REC
El Salvador,SLV,2023,6.5,770.0,0.02592374,0.3988267692307692,99.60117323076923,0.4401314091680816,90.61538461538461,,I-REC
El Salvador,SLV,2024,7.05,700.0,0.690740271292,9.797734344567376,90.20226565543263,10.513550552389649,93.19148936170212,,I-REC
Equatorial Guinea,GNQ,2020,1.41,810.0,0,0.0,100.0,0.0,34.751773049645394,,GO
Equatorial Guinea,GNQ,2021,1.43,850.0,0,0.0,100.0,0.0,32.86713286713287,,GO
Equatorial Guinea,GNQ,2022,1.51,910.0,0,0.0,100.0,0.0,31.788079470198678,,GO
Equatorial Guinea,GNQ,2023,1.57,950.0,0,0.0,100.0,0.0,31.210191082802545,,GO
Eritrea,ERI,2020,0.41,240.0,0,0.0,100.0,0.0,12.195121951219514,,GO
Eritrea,ERI,2021,0.42,240.0,0,0.0,100.0,0.0,11.904761904761905,,GO
Eritrea,ERI,2022,0.44,260.0,0,0.0,100.0,0.0,11.363636363636365,,GO
Eritrea,ERI,2023,0.44,260.0,0,0.0,100.0,0.0,11.363636363636365,,GO
Estonia,EST,2020,6.08,2460.0,2.3044189999999998,37.901628289473685,62.098371710526315,76.55946127946129,48.84868421052631,,GO
Estonia,EST,2021,7.19,3240.0,2.31822,32.242280945758,67.757719054242,80.34010452961672,39.91655076495132,,GO
Estonia,EST,2022,8.94,4360.0,2.4159619999999995,27.024183445190154,72.97581655480985,83.22989510489509,31.991051454138702,,GO
Estonia,EST,2023,5.85,2270.0,2.195782,37.53473504273504,62.46526495726496,75.49549828178695,49.74358974358975,,GO
Estonia,EST,2024,6.08,2080.0,2.7565280000000003,45.337631578947374,54.662368421052626,79.80243478260869,56.74342105263158,,GO
Eswatini,SWZ,2020,0.49,80.0,0,0.0,100.0,0.0,95.91836734693877,,GO
Eswatini,SWZ,2021,0.51,70.0,0,0.0,100.0,0.0,96.078431372549,,GO
Eswatini,SWZ,2022,0.5499999999999999,70.0,0,0.0,100.0,0.0,96.36363636363639,,GO
Eswatini,SWZ,2023,0.5599999999999999,80.0,0,0.0,100.0,0.0,96.42857142857144,,GO
Ethiopia,ETH,2020,15.62,380.0,0,0.0,100.0,0.0,99.9359795134443,,GO
Ethiopia,ETH,2021,15.78,360.0,0,0.0,100.0,0.0,100.0,,GO
Ethiopia,ETH,2022,17.41,410.0,0,0.0,100.0,0.0,100.0,,GO
Ethiopia,ETH,2023,18.26,430.0,0,0.0,100.0,0.0,100.0,,GO
Ethiopia,ETH,2024,0.0,0.0,0.0001002,,100.0,,,,I-REC
Falkland Islands,FLK,2020,0.01,10.0,0,0.0,100.0,,0.0,,GO
Falkland Islands,FLK,2021,0.01,10.0,0,0.0,100.0,,0.0,,GO
Falkland Islands,FLK,2022,0.01,10.0,0,0.0,100.0,,0.0,,GO
Faroe Islands,FRO,2020,0.41,160.0,0,0.0,100.0,0.0,39.02439024390244,,GO
Faroe Islands,FRO,2021,0.43,170.0,0,0.0,100.0,0.0,39.53488372093023,,GO
Faroe Islands,FRO,2022,0.48,170.0,0,0.0,100.0,0.0,45.833333333333336,,GO
Fiji,FJI,2020,1.08,290.0,0,0.0,100.0,0.0,62.96296296296296,,GO
Fiji,FJI,2021,1.06,290.0,0,0.0,100.0,0.0,62.264150943396224,,GO
Fiji,FJI,2022,1.07,300.0,0,0.0,100.0,0.0,60.747663551401864,,GO
Fiji,FJI,2023,1.15,320.0,0,0.0,100.0,0.0,63.47826086956522,,GO
Finland,FIN,2020,69.24000000000001,9010.0,31.816663,45.95127527440785,54.04872472559215,88.55180350681881,51.89196995956094,,GO
Finland,FIN,2021,72.11,9770.0,33.628878,46.63552627929552,53.36447372070448,88.07982713462546,52.94688670087366,,GO
Finland,FIN,2022,72.17,9370.0,47.536644,65.86759595399751,34.13240404600249,89.04763321262288,53.56796452819731,,GO
Finland,FIN,2023,81.41,6630.0,70.930671,87.1277128116939,12.872287188306103,90.70672908272103,51.82410023338656,,GO
Finland,FIN,2024,83.6,6040.0,66.389041,79.41272846889953,20.58727153110047,88.85723936973882,55.418660287081345,,GO
France,FRA,2020,527.42,31160.0,77.745187,14.740659626104435,85.25934037389557,62.28876437699681,23.738197262144023,,GO
France,FRA,2021,550.45,32910.0,78.42647300000002,14.247701516940687,85.75229848305932,64.15800654396729,22.209101644109364,,GO
France,FRA,2022,468.49000000000007,36800.0,90.281485,19.270738969881958,80.72926103011804,79.59941186844193,24.207560460201925,,GO
France,FRA,2023,517.59,28610.0,109.66523699999999,21.18766533356517,78.81233466643482,80.04177578278957,26.47075870863038,,GO
France,FRA,2024,557.56,24620.0,129.739859,23.269219276849128,76.73078072315087,87.50205856194843,26.216012626443792,,GO
French Guiana,GUF,2020,0.99,320.0,0,0.0,100.0,0.0,52.52525252525253,,GO
French Guiana,GUF,2021,1.01,220.0,0,0.0,100.0,0.0,69.3069306930693,,GO
French Guiana,GUF,2022,0.9800000000000001,200.0,0,0.0,100.0,0.0,71.42857142857143,,GO
French Polynesia,PYF,2020,0.66,300.0,0,0.0,100.0,0.0,30.303030303030305,,GO
French Polynesia,PYF,2021,0.66,310.0,0,0.0,100.0,0.0,28.787878787878785,,GO
French Polynesia,PYF,2022,0.71,310.0,0,0.0,100.0,0.0,33.80281690140845,,GO
Gabon,GAB,2020,2.93,1240.0,0,0.0,100.0,0.0,48.805460750853236,,GO
Gabon,GAB,2021,2.96,1300.0,0,0.0,100.0,0.0,46.62162162162163,,GO
Gabon,GAB,2022,3.1900000000000004,1370.0,0,0.0,100.0,0.0,47.96238244514106,,GO
Gabon,GAB,2023,3.1900000000000004,1370.0,0,0.0,100.0,0.0,47.96238244514106,,GO
Gambia,GMB,2020,0.48,320.0,0,0.0,100.0,,0.0,,GO
Gambia,GMB,2021,0.5,330.0,0,0.0,100.0,,0.0,,GO
Gambia,GMB,2022,0.51,340.0,0,0.0,100.0,,0.0,,GO
Gambia,GMB,2023,0.51,340.0,0,0.0,100.0,,0.0,,GO
Georgia,GEO,2020,11.16,1960.0,0,0.0,100.0,0.0,74.73118279569893,,GO
Georgia,GEO,2021,12.639999999999999,1730.0,0,0.0,100.0,0.0,81.17088607594938,,GO
Georgia,GEO,2022,14.25,2380.0,0,0.0,100.0,0.0,76.21052631578948,,GO
Georgia,GEO,2023,14.399999999999999,2420.0,0,0.0,100.0,0.0,76.04166666666667,,GO
Georgia,GEO,2024,14.26,2040.0,0,0.0,100.0,0.0,80.15427769985975,,GO
Germany,DEU,2020,566.75,201570.0,14.681572000000001,2.5904846934274373,97.40951530657256,5.83783530160245,44.37406263784738,,GO
Germany,DEU,2021,578.8299999999999,228550.0,16.229358,2.8038211564708124,97.19617884352918,6.980369032258064,40.167233902873036,,GO
Germany,DEU,2022,566.88,238150.0,22.464475,3.9628272297488008,96.0371727702512,8.93077641726962,44.37270674569574,,GO
Germany,DEU,2023,498.30999999999995,184100.0,34.199255,6.863048102586744,93.13695189741325,12.790984403635411,53.65535510023881,,GO
Germany,DEU,2024,479.65,164070.0,44.180199,9.210924424059211,90.78907557594079,15.930551689323192,57.819243198165324,,GO
Ghana,GHA,2020,19.73,9060.0,0,0.0,100.0,0.0,37.354282818043586,,GO
Ghana,GHA,2021,22.080000000000002,10560.0,0,0.0,100.0,0.0,34.782608695652165,,GO
Ghana,GHA,2022,23.22,10900.0,0,0.0,100.0,0.0,36.04651162790697,,GO
Ghana,GHA,2023,24.29,11000.0,0.00047241000000000004,0.0019448744339234255,99.99805512556608,0.005047115384615385,38.53437628653767,,I-REC
Ghana,GHA,2024,0.0,0.0,0.00989809,,100.0,,,,I-REC
Gibraltar,GIB,2020,0.21,120.0,0,0.0,100.0,,0.0,,GO
Gibraltar,GIB,2021,0.23,130.0,0,0.0,100.0,,0.0,,GO
Gibraltar,GIB,2022,0.21,120.0,0,0.0,100.0,,0.0,,GO
Gibraltar,GIB,2023,0.22,130.0,0,0.0,100.0,,0.0,,GO
Greece,GRC,2020,47.510000000000005,20100.0,0,0.0,100.0,0.0,36.93959166491265,,GO
Greece,GRC,2021,54.239999999999995,20780.0,0,0.0,100.0,0.0,40.80014749262538,,GO
Greece,GRC,2022,51.67,19470.0,0,0.0,100.0,0.0,43.448809754209414,,GO
Greece,GRC,2023,48.83,16460.0,9.776123,20.020731107925457,79.97926889207454,40.26409802306425,49.723530616424334,,GO
Greece,GRC,2024,57.230000000000004,18300.0,28.780552999999998,50.28927660318014,49.71072339681986,94.01696309314586,49.711689673248294,,GO
Greenland,GRL,2020,0.52,70.0,0,0.0,100.0,0.0,82.6923076923077,,GO
Greenland,GRL,2021,0.51,60.0,0,0.0,100.0,0.0,84.31372549019608,,GO
Greenland,GRL,2022,0.54,60.0,0,0.0,100.0,0.0,87.03703703703702,,GO
Grenada,GRD,2020,0.22,140.0,0,0.0,100.0,,0.0,,GO
Grenada,GRD,2021,0.23,150.0,0,0.0,100.0,,0.0,,GO
Grenada,GRD,2022,0.24,160.0,0,0.0,100.0,,0.0,,GO
Guadeloupe,GLP,2020,1.7000000000000002,930.0,0,0.0,100.0,0.0,24.117647058823525,,GO
Guadeloupe,GLP,2021,1.66,830.0,0,0.0,100.0,0.0,33.734939759036145,,GO
Guadeloupe,GLP,2022,1.64,810.0,0,0.0,100.0,0.0,34.756097560975604,,GO
Guam,GUM,2020,1.71,1070.0,0,0.0,100.0,0.0,4.678362573099416,,GO
Guam,GUM,2021,1.74,1090.0,0,0.0,100.0,0.0,4.597701149425287,,GO
Guam,GUM,2022,1.7999999999999998,1100.0,0,0.0,100.0,0.0,7.7777777777777795,,GO
Guatemala,GTM,2020,12.42,3300.0,0.20235799999999998,1.6292914653784216,98.37070853462158,2.150456960680127,75.76489533011274,,I-REC
Guatemala,GTM,2021,15.47,4420.0,0.9320170000000001,6.024673561732385,93.97532643826762,8.197159190853123,73.49709114414998,,I-REC
Guatemala,GTM,2022,13.48,2580.0,1.405510112314,10.426632880667656,89.57336711933235,12.31823060748466,84.6439169139466,,I-REC
Guatemala,GTM,2023,13.46,3670.0,1.364898874603,10.140407686500742,89.85959231349926,13.608164253270191,74.51708766716195,,I-REC
Guatemala,GTM,2024,0.0,0.0,1.757121462655,,100.0,,,,I-REC
Guinea,GIN,2020,2.48,680.0,0,0.0,100.0,0.0,60.88709677419355,,GO
Guinea,GIN,2021,3.64,700.0,0,0.0,100.0,0.0,73.07692307692308,,GO
Guinea,GIN,2022,4.0,740.0,0,0.0,100.0,0.0,74.5,,GO
Guinea,GIN,2023,4.05,740.0,0,0.0,100.0,0.0,74.81481481481481,,GO
Guinea-Bissau,GNB,2020,0.08,50.0,0,0.0,100.0,,0.0,,GO
Guinea-Bissau,GNB,2021,0.08,50.0,0,0.0,100.0,,0.0,,GO
Guinea-Bissau,GNB,2022,0.08,50.0,0,0.0,100.0,,0.0,,GO
Guyana,GUY,2020,1.1300000000000001,730.0,0,0.0,100.0,0.0,1.7699115044247788,,GO
Guyana,GUY,2021,1.12,720.0,0,0.0,100.0,0.0,1.7857142857142856,,GO
Guyana,GUY,2022,1.27,830.0,0,0.0,100.0,0.0,1.574803149606299,,GO
Guyana,GUY,2023,1.34,850.0,0,0.0,100.0,0.0,6.7164179104477615,,GO
Haiti,HTI,2020,1.02,580.0,0,0.0,100.0,0.0,13.725490196078432,,GO
Haiti,HTI,2021,1.03,590.0,0,0.0,100.0,0.0,12.62135922330097,,GO
Haiti,HTI,2022,1.01,540.0,0,0.0,100.0,0.0,18.81188118811881,,GO
Honduras,HND,2020,10.68,3430.0,0.054031,0.5059082397003746,99.49409176029963,0.8886677631578948,56.928838951310865,,I-REC
Honduras,HND,2021,11.52,3250.0,0.448928,3.8969444444444443,96.10305555555556,6.209239280774551,62.76041666666665,,I-REC
Honduras,HND,2022,11.77,3450.0,0.4734993846150001,4.022934448725574,95.97706555127442,6.5763803418750015,61.17247238742566,,I-REC
Honduras,HND,2023,11.71,3390.0,0.5568447307800001,4.755292320922289,95.2447076790777,7.723227888765605,61.57130657557642,,I-REC
Honduras,HND,2024,0.0,0.0,0.41679688005,,100.0,,,,I-REC
Hong Kong,HKG,2020,34.35,23500.0,0,0.0,100.0,0.0,0.5531295487627365,,GO
Hong Kong,HKG,2021,36.22,25050.0,0,0.0,100.0,0.0,0.7178354500276091,,GO
Hong Kong,HKG,2022,36.1,24630.0,0,0.0,100.0,0.0,0.9141274238227146,,GO
Hong Kong,HKG,2023,37.64,25670.0,0,0.0,100.0,0.0,0.9564293304994685,,GO
Hungary,HUN,2020,34.919999999999995,8990.0,0,0.0,100.0,0.0,15.807560137457047,,GO
Hungary,HUN,2021,36.1,8610.0,0.0,0.0,100.0,0.0,19.141274238227147,,GO
Hungary,HUN,2022,35.78,8190.0,2.3879390000000003,6.673949133594187,93.32605086640581,31.174138381201043,21.408608160983793,,GO
Hungary,HUN,2023,35.52,6970.0,4.634615,13.047902590090088,86.95209740990991,49.51511752136752,26.351351351351354,,GO
Hungary,HUN,2024,38.18,6980.0,6.5682279999999995,17.20332111052907,82.79667888947093,54.148623248145086,31.77056050288109,,GO
Iceland,ISL,2020,18.89,530.0,18.210828,96.40459502382213,3.595404976177875,96.40459502382213,100.0,,GO
Iceland,ISL,2021,19.39,540.0,20.007236999999996,103.18327488396078,-3.1832748839607774,103.18327488396078,100.0,,GO
Iceland,ISL,2022,19.87,550.0,20.237966,101.8518671363865,-1.8518671363865025,101.8518671363865,100.0,,GO
Iceland,ISL,2023,20.12,570.0,24.659610000000004,122.56267395626243,-22.56267395626243,122.56267395626243,100.0,,GO
Iceland,ISL,2024,0.0,0.0,18.316096,,100.0,,,,GO
India,IND,2020,1570.97,1108490.0,3.027244,0.19269903308147196,99.80730096691853,0.9935162454873646,19.395660006238185,,I-REC
India,IND,2021,1683.32,1200610.0,3.735547492,0.22191547014233773,99.77808452985767,1.1671762199656304,19.013021885321862,,I-REC
India,IND,2022,1806.14,1273190.0,8.158958722724,0.4517345677923085,99.54826543220769,2.2299548274636494,20.25756585868205,,I-REC
India,IND,2023,1918.97,1368320.0,12.109945274309,0.6310648563713346,99.36893514362866,3.204971367030592,19.31661255777839,,I-REC
India,IND,2024,2030.2,1439330.0,13.215106327608002,0.6509263288152891,99.34907367118471,3.122538836925228,19.5581716087085,,I-REC
Indonesia,IDN,2020,291.82,199910.0,1.278674,0.43817216092111577,99.56182783907889,2.4176101342408773,18.124186142142417,,I-REC
Indonesia,IDN,2021,309.36,211670.0,2.49433444,0.8062886087406258,99.19371139125937,4.438317508896797,18.166537367468315,,I-REC
Indonesia,IDN,2022,333.54,225450.0,4.036773812872,1.2102817691647179,98.78971823083528,6.171493369319676,19.610841278407385,,I-REC
Indonesia,IDN,2023,350.59999999999997,239260.0,6.023225292297,1.7179764096682832,98.28202359033172,9.238075601682514,18.596691386195097,,I-REC
Indonesia,IDN,2024,0.0,0.0,8.036988994649,,100.0,,,,I-REC
Iran,IRN,2020,337.21000000000004,213390.0,0,0.0,100.0,0.0,7.393019186856852,,GO
Iran,IRN,2021,356.41,235170.0,0,0.0,100.0,0.0,4.376981566173788,,GO
Iran,IRN,2022,367.06000000000006,240560.0,0,0.0,100.0,0.0,4.296300332370729,,GO
Iran,IRN,2023,382.02,245030.0,0,0.0,100.0,0.0,6.4734830637139416,,GO
Iran,IRN,2024,395.79,256740.0,0,0.0,100.0,0.0,5.318476970110412,,GO
Iraq,IRQ,2020,117.12,78960.0,0,0.0,100.0,0.0,3.8763661202185795,,GO
Iraq,IRQ,2021,120.46000000000001,81640.0,0,0.0,100.0,0.0,3.0964635563672585,,GO
Iraq,IRQ,2022,133.85999999999999,92190.0,0,0.0,100.0,0.0,2.2635589421783955,,GO
Iraq,IRQ,2023,150.29,103610.0,0,0.0,100.0,0.0,1.1710692660855677,,GO
Ireland,IRL,2020,31.97,9360.0,2.077802,6.499224272755709,93.50077572724429,15.436864784546806,42.1019705974351,,GO
Ireland,IRL,2021,31.58,11170.0,1.713807,5.4268746041798614,94.57312539582014,14.77419827586207,36.73210892970234,,GO
Ireland,IRL,2022,33.61,11190.0,1.8944039999999998,5.636429634037488,94.36357036596252,14.494292272379491,38.887235941684025,,GO
Ireland,IRL,2023,31.369999999999997,8900.0,2.523888,8.04554670066943,91.95445329933057,17.88722891566265,44.979279566464776,,GO
Ireland,IRL,2024,30.93,8650.0,3.379402,10.925968315551245,89.07403168444876,24.086970776906625,45.360491432266414,,GO
Israel,ISR,2020,71.78,44490.0,1.0225819999999999,1.4246057397603789,98.57539426023962,26.42330749354005,5.391473948174979,,I-REC
Israel,ISR,2021,73.14999999999999,44160.0,1.879942,2.5699822282980183,97.43001777170198,38.602505133470224,6.657552973342448,,I-REC
Israel,ISR,2022,74.38,44320.0,2.469378308509,3.319949325771713,96.68005067422828,42.57548807774138,7.797795106211347,,I-REC
Israel,ISR,2023,74.41,42210.0,2.21872414452,2.98175533465932,97.01824466534067,28.372431515601022,10.509340142453972,,I-REC
Israel,ISR,2024,0.0,0.0,3.299159532038,,100.0,,,,I-REC
Italy,ITA,2020,276.81,92530.0,92.359383,33.36562371301615,66.63437628698385,79.00717108639861,42.23113326830678,,GO
Italy,ITA,2021,285.48999999999995,96860.0,83.64419999999998,29.298469298399244,70.70153070160076,71.90251869681077,40.74748677712005,,GO
Italy,ITA,2022,280.17,105950.0,93.441191,33.351604739979294,66.6483952600207,93.01332968345612,35.856801227825954,,GO
Italy,ITA,2023,261.5,84640.0,87.370228,33.41117705544933,66.58882294455067,75.00237400188891,44.539196940726576,,GO
Italy,ITA,2024,264.46000000000004,76090.0,113.27872699999999,42.83397375784617,57.16602624215383,86.9035113156885,49.28911744687288,,GO
Jamaica,JAM,2020,4.28,2370.0,0,0.0,100.0,0.0,13.785046728971965,,GO
Jamaica,JAM,2021,4.35,2420.0,0,0.0,100.0,0.0,13.333333333333336,,GO
Jamaica,JAM,2022,4.49,2520.0,0,0.0,100.0,0.0,12.91759465478842,,GO
Jamaica,JAM,2023,0.0,0.0,0.05329279,,100.0,,,,I-REC
Jamaica,JAM,2024,0.0,0.0,0.059042383999999996,,100.0,,,,I-REC
Japan,JPN,2020,1011.03,533570.0,0,0.0,100.0,0.0,19.092410709870133,,GO
Japan,JPN,2021,1034.67,532330.0,0.000572,5.528332705113707e-05,99.99994471667294,0.00027481502834630537,20.116558902838584,,I-REC
Japan,JPN,2022,1040.57,540700.0,0.0015049999999999998,0.00014463226885264808,99.99985536773114,0.0007059430554904076,20.48780956591099,,I-REC
Japan,JPN,2023,1006.73,495900.0,0,0.0,100.0,0.0,22.13701786973667,,GO
Japan,JPN,2024,1016.39,491660.0,0.036161466999999996,0.003557833803953207,99.99644216619605,0.015512619364248638,22.935093812414525,,I-REC
Jordan,JOR,2020,20.7,11730.0,0.134313,0.6488550724637681,99.35114492753623,3.4263520408163264,18.937198067632853,,I-REC
Jordan,JOR,2021,21.36,11540.0,0.173753,0.8134503745318352,99.18654962546816,3.538757637474541,22.98689138576779,,I-REC
Jordan,JOR,2022,22.57,12170.0,0.071760051,0.3179443996455472,99.68205560035446,1.374713620689655,23.128046078865754,,I-REC
Jordan,JOR,2023,0.0,0.0,0.2720556576,,100.0,,,,I-REC
Jordan,JOR,2024,0.0,0.0,0.038451874,,100.0,,,,I-REC
Kazakhstan,KAZ,2020,108.64,90830.0,0,0.0,100.0,0.0,10.990427098674521,,GO
Kazakhstan,KAZ,2021,115.08,95900.0,0.08375099999999999,0.07277632950990615,99.9272236704901,0.6652184273232724,10.9402155022593,,I-REC
Kazakhstan,KAZ,2022,113.44,94280.0,0.10293064,0.09073575458392102,99.90926424541608,0.7750801204819278,11.706629055007053,,I-REC
Kazakhstan,KAZ,2023,113.59,93890.0,2.4607589730000003,2.166351767761247,97.83364823223876,17.0176969087137,12.729993837485692,,I-REC
Kazakhstan,KAZ,2024,118.51,95020.0,3.1194290090000005,2.632207416251793,97.36779258374821,17.301325618413756,15.213905999493713,,I-REC
Kenya,KEN,2020,11.68,840.0,0,0.0,100.0,0.0,93.57876712328768,,GO
Kenya,KEN,2021,12.379999999999999,1190.0,0,0.0,100.0,0.0,89.82229402261714,,GO
Kenya,KEN,2022,12.959999999999999,1420.0,0,0.0,100.0,0.0,87.80864197530866,,GO
Kenya,KEN,2023,12.79,1240.0,0.09584078399999998,0.749341548084441,99.25065845191556,0.8341234464751957,89.83580922595779,,I-REC
Kenya,KEN,2024,12.85,1090.0,0.19820600700000002,1.54245919844358,98.45754080155642,1.6782896443691786,91.90661478599222,,I-REC
Kiribati,KIR,2020,0.04,20.0,0,0.0,100.0,0.0,25.0,,GO
Kiribati,KIR,2021,0.04,20.0,0,0.0,100.0,0.0,25.0,,GO
Kiribati,KIR,2022,0.04,20.0,0,0.0,100.0,0.0,25.0,,GO
Korea (the Republic of),KOR,2021,0.0,0.0,0.000237,,100.0,,,,GO
Korea (the Republic of),KOR,2022,0.0,0.0,0.000237,,100.0,,,,GO
Korea (the Republic of),KOR,2023,0.0,0.0,0.000159,,100.0,,,,GO
Kosovo,XKX,2020,6.7,6420.0,0,0.0,100.0,0.0,5.3731343283582085,,GO
Kosovo,XKX,2021,6.91,6530.0,0,0.0,100.0,0.0,6.512301013024602,,GO
Kosovo,XKX,2022,6.91,6530.0,0,0.0,100.0,0.0,6.512301013024602,,GO
Kosovo,XKX,2023,6.11,5610.0,0,0.0,100.0,0.0,9.328968903436989,,GO
Kosovo,XKX,2024,6.54,6270.0,0,0.0,100.0,0.0,5.3516819571865435,,GO
Kuwait,KWT,2020,74.64,48530.0,0,0.0,100.0,0.0,0.12057877813504822,,GO
Kuwait,KWT,2021,80.8,52490.0,0,0.0,100.0,0.0,0.2599009900990099,,GO
Kuwait,KWT,2022,85.29,54320.0,0,0.0,100.0,0.0,2.2276937507327936,,GO
Kuwait,KWT,2023,85.57000000000001,54500.0,0,0.0,100.0,0.0,2.2320906859880796,,GO
Kuwait,KWT,2024,87.66,55860.0,0,0.0,100.0,0.0,2.1788729180926305,,GO
Kyrgyzstan,KGZ,2020,15.400000000000002,1620.0,0,0.0,100.0,0.0,90.77922077922076,,GO
Kyrgyzstan,KGZ,2021,15.14,2290.0,0,0.0,100.0,0.0,85.60105680317042,,GO
Kyrgyzstan,KGZ,2022,13.819999999999999,2030.0,0,0.0,100.0,0.0,86.10709117221418,,GO
Kyrgyzstan,KGZ,2023,13.729999999999999,2070.0,0,0.0,100.0,0.0,85.6518572469046,,GO
Kyrgyzstan,KGZ,2024,14.15,2160.0,0,0.0,100.0,0.0,84.73498233215547,,GO
Lao PDR,LAO,2020,39.96,11110.0,0,0.0,100.0,0.0,71.5965965965966,,GO
Lao PDR,LAO,2021,44.9,11690.0,0,0.0,100.0,0.0,73.54120267260579,,GO
Lao PDR,LAO,2022,51.04,12110.0,0.5047196820000001,0.9888708503134798,99.01112914968652,1.298815445187854,76.13636363636364,,I-REC
Lao PDR,LAO,2023,52.3,12140.0,0.400895471,0.7665305372848948,99.2334694627151,0.9992409546360917,76.7112810707457,,I-REC
Lao PDR,LAO,2024,0.0,0.0,0.143686777,,100.0,,,,I-REC
Latvia,LVA,2020,5.72,1010.0,0.0,0.0,100.0,0.0,63.63636363636365,,GO
Latvia,LVA,2021,5.85,1030.0,2.650168,45.302017094017096,54.697982905982904,68.2044623655914,63.589743589743584,,GO
